,tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,PlaneYear
3284,N77286,Corporation,BOMBARDIER INC,12/28/1999,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3285,N77295,Corporation,BOEING,06/28/2007,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3286,N77296,Corporation,BOEING,09/20/2005,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3287,N772AS,Corporation,BOEING,08/19/1999,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
3288,N772NC,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1978
3289,N772SK,Corporation,BOMBARDIER INC,07/28/2006,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3290,N772SW,Corporation,BOEING,08/07/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3291,N772UA,Corporation,BOEING,10/02/1995,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
3292,N77302,Corporation,BOMBARDIER INC,12/28/1999,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3293,N77303,Corporation,BOEING,04/05/2006,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
3294,N77331,Corporation,BOMBARDIER INC,07/03/2000,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3295,N773AS,Corporation,BOEING,02/22/2002,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
3296,N773NC,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1978
3297,N773SA,Corporation,BOEING,08/04/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3298,N773SK,Corporation,BOMBARDIER INC,07/28/2006,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3299,N773UA,Corporation,BOEING,02/02/1996,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
3300,N774AS,Corporation,BOEING,12/10/2003,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
3301,N774NC,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1978
3302,N774SK,Corporation,BOMBARDIER INC,07/28/2006,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3303,N774SW,Corporation,BOEING,08/14/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3304,N774UA,Corporation,BOEING,04/03/1996,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
3305,N775AS,Corporation,BOEING,12/16/2003,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1993
3306,N775NC,Corporation,MCDONNELL DOUGLAS,09/25/1997,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1979
3307,N775SW,Corporation,BOEING,08/22/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3308,N775UA,Corporation,BOEING,01/23/1996,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
3309,N776AS,Corporation,BOEING,12/19/2000,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
3310,N776NC,Corporation,MCDONNELL DOUGLAS,09/15/1997,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1979
3311,N776SK,Corporation,BOMBARDIER INC,07/28/2006,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3312,N776UA,Corporation,BOEING,04/12/1996,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
3313,N776WN,Corporation,BOEING,08/23/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3314,N777NC,Corporation,MCDONNELL DOUGLAS,09/16/1997,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1979
3315,N777QC,Corporation,BOEING,08/28/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3316,N777UA,Corporation,BOEING,02/27/2006,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
3317,N77865,Corporation,BOEING,06/28/2002,757-33N,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
3318,N77867,Corporation,BOEING,06/28/2002,757-33N,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
3319,N778AS,Corporation,BOEING,03/15/1994,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
3320,N778NC,Corporation,MCDONNELL DOUGLAS,07/07/1998,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1979
3321,N778SK,Corporation,BOMBARDIER INC,07/31/2006,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3322,N778SW,Corporation,BOEING,08/29/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3323,N778UA,Corporation,BOEING,07/19/1996,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
3324,N779AS,Corporation,BOEING,04/29/1994,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
3325,N779CA,Corporation,BOMBARDIER INC,12/06/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3326,N779NC,Corporation,MCDONNELL DOUGLAS,07/07/1998,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1979
3327,N779SW,Corporation,BOEING,09/05/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3328,N779UA,Corporation,BOEING,07/30/1996,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
3329,N78003,Corporation,BOEING,11/10/1998,777-224,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3330,N78004,Corporation,BOEING,11/20/1998,777-224,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3331,N78009,Corporation,BOEING,04/22/1999,777-224,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3332,N78017,Corporation,BOEING,03/15/2002,777-224,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
3333,N78060,Corporation,BOEING,02/05/2002,767-424ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
3334,N780AS,Corporation,BOEING,09/25/1996,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
3335,N780NC,Corporation,MCDONNELL DOUGLAS,07/07/1998,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1979
3336,N780SW,Corporation,BOEING,09/20/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3337,N780UA,Corporation,BOEING,08/07/1996,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
3338,N781CA,Corporation,BOMBARDIER INC,12/05/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3339,N781NC,Corporation,MCDONNELL DOUGLAS,07/06/1998,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1979
3340,N781UA,Corporation,BOEING,09/20/1996,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
3341,N781WN,Corporation,BOEING,09/22/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3342,N78285,Corporation,BOEING,07/21/2004,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3343,N782AS,Corporation,BOEING,01/10/2007,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
3344,N782NC,Corporation,MCDONNELL DOUGLAS,01/06/1999,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1980
3345,N782SA,Corporation,BOEING,10/18/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3346,N782UA,Corporation,BOEING,03/10/1997,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
3347,N783AS,Corporation,BOEING,12/28/2006,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
3348,N783NC,Corporation,MCDONNELL DOUGLAS,01/07/1999,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1979
3349,N783SW,Corporation,BOEING,10/26/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3350,N783UA,Corporation,BOEING,03/12/1997,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
3351,N784AS,Corporation,BOEING,11/19/1996,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
3352,N784CA,Corporation,BOMBARDIER INC,11/29/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3353,N784NC,Corporation,MCDONNELL DOUGLAS,01/06/1999,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1980
3354,N784SW,Corporation,BOEING,10/25/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3355,N784UA,Corporation,BOEING,05/01/1997,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
3356,N78501,Corporation,BOEING,07/19/2006,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3357,N78506,Corporation,BOEING,10/24/2006,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3358,N78509,Corporation,BOEING,02/21/2008,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
3359,N785AS,Corporation,BOEING,03/03/1997,737-4Q8,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
3360,N785CA,Corporation,BOMBARDIER INC,10/31/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3361,N785NC,Corporation,MCDONNELL DOUGLAS,07/06/1998,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1980
3362,N785SW,Corporation,BOEING,12/06/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3363,N785UA,Corporation,BOEING,05/22/1997,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
3364,N786AS,Corporation,BOEING,10/03/1996,737-4S3,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
3365,N786CA,Corporation,BOMBARDIER INC,12/07/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3366,N786NC,Corporation,MCDONNELL DOUGLAS,01/07/1999,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1980
3367,N786SW,Corporation,BOEING,12/05/2000,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3368,N786UA,Corporation,BOEING,04/04/1997,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
3369,N787NC,Corporation,MCDONNELL DOUGLAS,12/22/1986,DC-9-51,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1980
3370,N787SA,Corporation,BOEING,01/10/2001,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3371,N787UA,Corporation,BOEING,06/06/1997,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
3372,N78866,Corporation,BOEING,06/28/2002,757-33N,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
3373,N788AS,Corporation,BOEING,06/17/1997,737-490,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
3374,N788SA,Corporation,BOEING,01/02/2001,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3375,N788UA,Corporation,BOEING,07/17/1997,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
3376,N789SW,Corporation,BOEING,01/12/2001,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3377,N79011,Corporation,BOEING,06/30/1999,777-224,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3378,N790SW,Corporation,BOEING,01/18/2001,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3379,N791AS,Corporation,BOEING,08/08/1997,737-490,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
3380,N791SW,Corporation,BOEING,02/01/2001,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3381,N791UA,Corporation,BOEING,09/02/1997,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
3382,N79279,Corporation,BOEING,11/26/2003,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
3383,N792AS,Corporation,BOEING,08/08/1997,737-490,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
3384,N792SW,Corporation,BOEING,01/30/2001,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3385,N792UA,Corporation,BOEING,09/26/1997,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
3386,N793AS,Corporation,BOEING,03/25/1998,737-490,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3387,N793SA,Corporation,BOEING,01/12/2001,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3388,N793UA,Corporation,BOEING,10/08/1997,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
3389,N79402,Corporation,BOEING,07/12/2001,737-924,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3390,N794AS,Corporation,BOEING,03/26/1998,737-490,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3391,N794SW,Corporation,BOEING,02/26/2001,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3392,N794UA,Corporation,BOEING,11/18/1997,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
3393,N795AS,Corporation,BOEING,04/23/1998,737-490,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3394,N795SW,Corporation,BOEING,03/23/2001,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3395,N795UA,Corporation,BOEING,12/11/1997,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
3396,N796AS,Corporation,BOEING,05/20/1998,737-490,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3397,N796CA,Corporation,BOMBARDIER INC,10/31/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3398,N796SW,Corporation,BOEING,04/11/2001,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3399,N796UA,Corporation,BOEING,01/30/1998,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3400,N797AS,Corporation,BOEING,06/16/1998,737-490,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3401,N797CA,Corporation,BOMBARDIER INC,12/11/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3402,N797MX,Corporation,BOEING,04/30/2001,737-7H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
3403,N797UA,Corporation,BOEING,02/27/1998,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3404,N798CA,Corporation,BOMBARDIER INC,01/08/2008,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3405,N798SW,Corporation,BOEING,05/03/2000,737-7AD,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3406,N798UA,Corporation,BOEING,03/05/1998,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3407,N799AS,Corporation,BOEING,06/19/1998,737-490,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3408,N799UA,Corporation,BOEING,05/11/1998,777-222,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
3409,N800AE,Corporation,EMBRAER,08/09/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3410,N800SK,Corporation,BOMBARDIER INC,01/26/2007,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3411,N801AE,Corporation,EMBRAER,08/13/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3412,N801AW,Corporation,AIRBUS INDUSTRIE,10/01/2004,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3413,N801FR,Corporation,AIRBUS,07/21/2003,A318-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
3414,N801NW,Corporation,AIRBUS,08/28/2003,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
3415,N801UA,Corporation,AIRBUS INDUSTRIE,12/18/1997,A319-131,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
3416,N802AE,Corporation,EMBRAER,08/15/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3417,N802AW,Corporation,AIRBUS INDUSTRIE,10/01/2004,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3418,N802FR,Corporation,AIRBUS,07/30/2003,A318-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
3419,N802NW,Corporation,AIRBUS,07/08/2003,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
3420,N802SK,Corporation,BOMBARDIER INC,07/27/2007,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3421,N803AE,Corporation,EMBRAER,08/21/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3422,N803AW,Corporation,AIRBUS INDUSTRIE,10/14/2004,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3423,N803FR,Corporation,AIRBUS,09/12/2003,A318-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
3424,N803NW,Corporation,AIRBUS,09/17/2003,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
3425,N803SK,Corporation,BOMBARDIER INC,07/27/2007,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3426,N804AE,Corporation,EMBRAER,08/31/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3427,N804AW,Corporation,AIRBUS INDUSTRIE,10/14/2004,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
3428,N804CA,Corporation,BOMBARDIER INC,12/27/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3429,N804FR,Corporation,AIRBUS,10/22/2003,A318-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
3430,N804NW,Corporation,AIRBUS,09/29/2003,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
3431,N804SK,Corporation,BOMBARDIER INC,07/27/2007,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3432,N804UA,Corporation,AIRBUS INDUSTRIE,12/18/1997,A319-131,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
3433,N805AE,Corporation,EMBRAER,08/31/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3434,N805AW,Corporation,AIRBUS INDUSTRIE,10/21/2004,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
3435,N805CA,Corporation,BOMBARDIER INC,01/08/2008,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3436,N805FR,Corporation,AIRBUS,04/09/2004,A318-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3437,N805LR,Corporation,BOEING OF CANADA LTD,08/14/2006,DHC-8-102,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1987
3438,N805NW,Corporation,AIRBUS,10/31/2003,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
3439,N805SK,Corporation,BOMBARDIER INC,07/27/2007,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3440,N805UA,Corporation,AIRBUS INDUSTRIE,05/28/1998,A319-131,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3441,N806AE,Corporation,EMBRAER,09/20/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3442,N806AW,Corporation,AIRBUS INDUSTRIE,10/21/2004,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
3443,N806FR,Corporation,AIRBUS,05/10/2004,A318-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3444,N806NW,Corporation,AIRBUS,03/22/2004,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3445,N806SK,Corporation,BOMBARDIER INC,07/27/2007,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3446,N806UA,Corporation,AIRBUS INDUSTRIE,05/28/1998,A319-131,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3447,N807AE,Corporation,EMBRAER,09/20/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3448,N807AW,Corporation,AIRBUS INDUSTRIE,10/28/2004,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
3449,N807CA,Corporation,BOMBARDIER INC,01/02/2008,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
3450,N807FR,Corporation,AIRBUS,10/25/2004,A318-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3451,N807NW,Corporation,AIRBUS,06/04/2004,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3452,N807SK,Corporation,BOMBARDIER INC,07/27/2007,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3453,N807UA,Corporation,AIRBUS INDUSTRIE,06/18/1998,A319-131,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3454,N808AE,Corporation,EMBRAER,10/23/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3455,N808AW,Corporation,AIRBUS INDUSTRIE,10/28/2004,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
3456,N808FR,Corporation,AIRBUS,02/22/2007,A318-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
3457,N808NW,Corporation,AIRBUS,04/30/2004,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
3458,N808UA,Corporation,AIRBUS INDUSTRIE,06/19/1998,A319-131,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3459,N809AE,Corporation,EMBRAER,10/23/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3460,N809AW,Corporation,AIRBUS INDUSTRIE,11/02/2004,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
3461,N809CA,Corporation,BOMBARDIER INC,12/06/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3462,N809FR,Corporation,AIRBUS,04/13/2007,A318-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
3463,N809NW,Corporation,AIRBUS,05/13/2005,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3464,N809SK,Corporation,BOMBARDIER INC,07/27/2007,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3465,N809UA,Corporation,AIRBUS INDUSTRIE,05/19/1998,A319-131,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3466,N810AE,Corporation,EMBRAER,10/30/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3467,N810AL,Corporation,BOEING,09/18/2006,737-2Y5,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
3468,N810AW,Corporation,AIRBUS INDUSTRIE,11/02/2004,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
3469,N810CA,Corporation,BOMBARDIER INC,11/29/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3470,N810FR,Corporation,AIRBUS,05/04/2007,A318-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
3471,N810NW,Corporation,AIRBUS,06/21/2005,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3472,N810SK,Corporation,BOMBARDIER INC,07/27/2007,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3473,N810UA,Corporation,AIRBUS INDUSTRIE,06/29/1998,A319-131,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3474,N811AE,Corporation,EMBRAER,11/19/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3475,N811CA,Corporation,BOMBARDIER INC,12/05/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3476,N811NW,Corporation,AIRBUS,09/12/2005,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
3477,N811UA,Corporation,AIRBUS INDUSTRIE,07/02/1998,A319-131,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3478,N812AE,Corporation,EMBRAER,11/19/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3479,N812AW,Corporation,AIRBUS INDUSTRIE,11/10/2004,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3480,N812CA,Corporation,BOMBARDIER INC,12/05/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3481,N812FR,Corporation,AIRBUS,06/14/2007,A318-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
3482,N812NW,Corporation,AIRBUS,10/26/2006,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3483,N812SK,Corporation,BOMBARDIER INC,01/05/2007,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3484,N812UA,Corporation,AIRBUS INDUSTRIE,07/09/1998,A319-131,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3485,N813AE,Corporation,EMBRAER,12/18/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3486,N813AW,Corporation,AIRBUS INDUSTRIE,05/17/2000,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3487,N813SK,Corporation,BOMBARDIER INC,01/19/2007,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3488,N813UA,Corporation,AIRBUS INDUSTRIE,07/23/1998,A319-131,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3489,N814AE,Corporation,EMBRAER,12/18/2001,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
3490,N814AW,Corporation,AIRBUS INDUSTRIE,07/27/2000,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
3491,N814CA,Corporation,BOMBARDIER INC,12/11/2007,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
3492,N814NW,Corporation,AIRBUS,01/17/2007,A330-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
3493,N814SK,Corporation,BOMBARDIER INC,07/27/2007,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
3494,N814UA,Corporation,AIRBUS INDUSTRIE,08/05/1998,A319-131,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
3495,N815AE,Corporation,EMBRAER,01/22/2002,EMB-135KL,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
3496,N815AW,Corporation,AIRBUS INDUSTRIE,11/10/2004,A319-132,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
